Type,Bedrooms,Bathrooms,Surface,Price,Price_per_m²,City,Zip_code,Region,Longitude,Latitude,Geographic_coordinates
 Maison,3,1,145,219000,1510.34,Audenbourg,6724,Région wallonne,5.558116,49.7181041,"49.7181041, 5.558116"
 Maison,3,1,130,219000,1684.62,Vaux-Sous-Chèvremont,4051,Région wallonne,5.6335963,50.6018717,"50.6018717, 5.6335963"
 Maison,2,1,200,219000,1095.0,Grivegnée,4030,Région wallonne,5.599573,50.621845,"50.621845, 5.599573"
 Maison,3,1,160,219000,1368.75,Rekkem,8930,Région flamande,3.1658835832872,50.7743769,"50.7743769, 3.1658835832872"
 Appartement,1,1,90,219000,2433.33,Schaerbeek,1030,Région de Bruxelles-Capitale,4.3737121,50.8676041,"50.8676041, 4.3737121"
 Appartement,1,1,61,219000,3590.16,Leeuw-saint-pierre,1600,Région flamande,4.1958992,50.7804875,"50.7804875, 4.1958992"
 Appartement,1,1,61,219000,3590.16,Leeuw-saint-pierre,1600,Région flamande,4.1993838,50.7877313,"50.7877313, 4.1993838"
 Appartement,1,1,61,219000,3590.16,Leeuw-saint-pierre,1600,Région flamande,4.2452186173064,50.78118355,"50.78118355, 4.2452186173064"
 Maison quatre façades,3,1,200,219000,1095.0,Bernissart,7320,Région wallonne,3.6504677,50.475502,"50.475502, 3.6504677"
 Maison,2,1,164,219000,1335.37,Dalhem,4607,Région wallonne,5.7229816,50.7139302,"50.7139302, 5.7229816"
 Appartement,2,1,90,219000,2433.33,Edegem,2650,Région flamande,4.4384284,51.1574786,"51.1574786, 4.4384284"
 Appartement,2,1,91,219000,2406.59,Blanckenberghe,8370,Région flamande,3.1297578035057,51.31651475,"51.31651475, 3.1297578035057"
 Appartement,2,1,91,219000,2406.59,Blanckenberghe,8370,Région flamande,3.1404868099971,51.2996935,"51.2996935, 3.1404868099971"
 Maison,3,1,95,219000,2305.26,Ledeberg,9050,Région flamande,3.7414088,51.0372053,"51.0372053, 3.7414088"
 Maison,4,1,150,219000,1460.0,Evergem,9940,Région flamande,3.7078565,51.1087891,"51.1087891, 3.7078565"
 Maison,2,1,110,219000,1990.91,Jupille-Sur-Meuse,4020,Région wallonne,5.6301266,50.6431909,"50.6431909, 5.6301266"
 Maison,2,1,90,219000,2433.33,Awans,4340,Région wallonne,5.4620018,50.6669712,"50.6669712, 5.4620018"
 Appartement,1,1,79,219000,2772.15,Blanckenberghe,8370,Région flamande,3.1297578035057,51.31651475,"51.31651475, 3.1297578035057"
 Appartement,1,1,79,219000,2772.15,Blanckenberghe,8370,Région flamande,3.1404868099971,51.2996935,"51.2996935, 3.1404868099971"
 Maison,3,1,83,219000,2638.55,Oostduinkerke,8670,Région flamande,2.7012679966518,51.12531835,"51.12531835, 2.7012679966518"
 Maison,2,1,110,219000,1990.91,Zomergem,9930,Région flamande,3.5642436785112,51.1195778,"51.1195778, 3.5642436785112"
 Appartement,2,1,75,219000,2920.0,Gand,9000,Région flamande,3.7141549000597,51.0397129,"51.0397129, 3.7141549000597"
 Appartement,2,1,75,219000,2920.0,Ledeberg,9050,Région flamande,3.7414088,51.0372053,"51.0372053, 3.7414088"
 Maison,3,1,114,219000,1921.05,Ninove,9400,Région flamande,4.0242373,50.8353611,"50.8353611, 4.0242373"
 Appartement,1,1,85,219000,2576.47,Koekelberg,1081,Région de Bruxelles-Capitale,4.3257084,50.8622633,"50.8622633, 4.3257084"
 Appartement,3,1,100,219000,2190.0,Molenbeek-Saint-Jean,1080,Région de Bruxelles-Capitale,4.3227779,50.8543551,"50.8543551, 4.3227779"
 Duplex,3,1,133,219000,1646.62,Anvers,2000,Région flamande,4.3997081,51.2211097,"51.2211097, 4.3997081"
 Maison,3,1,132,219000,1659.09,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Maison,4,2,160,219000,1368.75,Waregem,8790,Région flamande,3.4257380400092,50.87620025,"50.87620025, 3.4257380400092"
 Maison,3,3,180,219000,1216.67,Ramegnies-Chin,7520,Région wallonne,3.335337,50.651295,"50.651295, 3.335337"
 Appartement,2,1,79,219000,2772.15,Poperinghe,8970,Région flamande,2.7222592638771,50.84362245,"50.84362245, 2.7222592638771"
 Appartement,2,1,79,219000,2772.15,Poperinghe,8970,Région flamande,2.7636029,50.8170498,"50.8170498, 2.7636029"
 Duplex,3,1,100,219000,2190.0,Merksem,2170,Région flamande,4.4453401635115,51.24994295,"51.24994295, 4.4453401635115"
 Appartement rez-de-chaussée,1,1,75,219000,2920.0,Jette,1090,Région de Bruxelles-Capitale,4.3260903,50.8777634,"50.8777634, 4.3260903"
 Maison,2,1,85,219000,2576.47,Jodoigne,1370,Région wallonne,4.8709616,50.7218206,"50.7218206, 4.8709616"
 Appartement,2,1,70,219000,3128.57,Renaix,9600,Région flamande,3.6020465,50.7476192,"50.7476192, 3.6020465"
 Maison,3,1,110,219000,1990.91,Fleurus,6220,Région wallonne,4.5446545325944,50.47194905,"50.47194905, 4.5446545325944"
 Appartement,2,1,81,219000,2703.7,Mons,7000,Région wallonne,3.951958,50.4549568,"50.4549568, 3.951958"
 Maison,2,1,140,219000,1564.29,Termonde,9200,Région flamande,4.1276622058379,51.0226035,"51.0226035, 4.1276622058379"
 Maison,2,1,140,219000,1564.29,Termonde,9200,Région flamande,4.0562275450955,51.02983825,"51.02983825, 4.0562275450955"
 Maison,2,1,140,219000,1564.29,Termonde,9200,Région flamande,4.0513674371884,51.0081807,"51.0081807, 4.0513674371884"
 Maison,2,1,140,219000,1564.29,Termonde,9200,Région flamande,4.1025435644905,51.0533487,"51.0533487, 4.1025435644905"
 Maison,2,1,140,219000,1564.29,Termonde,9200,Région flamande,4.098112,51.0312293,"51.0312293, 4.098112"
 Maison,2,1,140,219000,1564.29,Termonde,9200,Région flamande,4.0652617659305,50.99557415,"50.99557415, 4.0652617659305"
 Maison,2,1,140,219000,1564.29,Termonde,9200,Région flamande,4.0158906182168,50.9986902,"50.9986902, 4.0158906182168"
 Maison,2,1,140,219000,1564.29,Termonde,9200,Région flamande,4.1444016705284,51.03987315,"51.03987315, 4.1444016705284"
 Appartement,1,1,70,219000,3128.57,Alost,9300,Région flamande,4.0396424203486,50.9429755,"50.9429755, 4.0396424203486"
 Maison,3,1,258,219000,848.84,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Maison,4,1,286,219000,765.73,Herzele,9550,Région flamande,3.8873953834097,50.88830225,"50.88830225, 3.8873953834097"
 Appartement,2,1,90,219000,2433.33,Koekelberg,1081,Région de Bruxelles-Capitale,4.3257084,50.8622633,"50.8622633, 4.3257084"
 Maison Trois Façades,5,2,245,219000,893.88,Rekkem,8930,Région flamande,3.1658835832872,50.7743769,"50.7743769, 3.1658835832872"
 Appartement,2,1,95,219000,2305.26,Blanckenberghe,8370,Région flamande,3.1297578035057,51.31651475,"51.31651475, 3.1297578035057"
 Appartement,2,1,95,219000,2305.26,Blanckenberghe,8370,Région flamande,3.1404868099971,51.2996935,"51.2996935, 3.1404868099971"
 Maison,4,1,153,219000,1431.37,Fontaine-L'Evêque,6140,Région wallonne,4.3239637925238,50.411224661019,"50.411224661019, 4.3239637925238"
 Appartement,2,1,80,219000,2737.5,Bavikhove,8531,Région flamande,3.3126044844799,50.8790473,"50.8790473, 3.3126044844799"
 Appartement,2,1,88,219500,2494.32,Enghien,7850,Région wallonne,4.0406912,50.6927553,"50.6927553, 4.0406912"
 Maison,3,1,130,219500,1688.46,Liège,4020,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Maison,3,1,130,219500,1688.46,Liège,4000,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Maison,4,1,118,219500,1860.17,Wervicq,7780,Région wallonne,3.0019077817068,50.77120012074,"50.77120012074, 3.0019077817068"
 Maison,4,1,118,219500,1860.17,Wervicq,7780,Région wallonne,2.998666,50.768736,"50.768736, 2.998666"
 Appartement rez-de-chaussée,2,1,95,219500,2310.53,Bruges,8000,Région flamande,3.2073611,51.2147083,"51.2147083, 3.2073611"
 Appartement rez-de-chaussée,2,1,95,219500,2310.53,Bruges,8000,Région flamande,3.2473789,51.2419954,"51.2419954, 3.2473789"
 Appartement,1,1,67,219900,3282.09,Middelkerke,8430,Région flamande,2.8063401225473,51.18331695,"51.18331695, 2.8063401225473"
 Maison,3,1,120,219900,1832.5,Liège,4020,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Maison,3,1,120,219900,1832.5,Liège,4000,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Maison,4,1,140,219900,1570.71,Marchienne-Au-Pont,6030,Région wallonne,4.3960065,50.4067102,"50.4067102, 4.3960065"
 Maison,3,1,202,219900,1088.61,Pâturages,7340,Région wallonne,3.8513958,50.4056635,"50.4056635, 3.8513958"
 Maison,3,1,202,219900,1088.61,Pâturages,7340,Région wallonne,3.8223517,50.4002638,"50.4002638, 3.8223517"
 Maison,3,1,202,219900,1088.61,Pâturages,7340,Région wallonne,3.846637,50.414181,"50.414181, 3.846637"
 Maison,3,1,202,219900,1088.61,Pâturages,7340,Région wallonne,3.8629223,50.4136507,"50.4136507, 3.8629223"
 Maison,3,1,94,219999,2340.41,Arquennes,7181,Région wallonne,4.287514819651,50.5640405,"50.5640405, 4.287514819651"
 Maison,4,1,175,219999,1257.14,Trazegnies,6183,Région wallonne,4.3317415,50.4665295,"50.4665295, 4.3317415"
 Maison,3,2,203,219999,1083.74,Thuillies,6536,Région wallonne,4.329007,50.2947304,"50.2947304, 4.329007"
 Appartement,2,1,76,220000,2894.74,Ostende,8400,Région flamande,2.9203275,51.2303177,"51.2303177, 2.9203275"
 Appartement,2,1,76,220000,2894.74,Ostende,8400,Région flamande,2.9668008654261,51.20484775,"51.20484775, 2.9668008654261"
 Appartement,2,1,76,220000,2894.74,Ostende,8400,Région flamande,2.9200835535007,51.20214645,"51.20214645, 2.9200835535007"
 Villa,3,1,132,220000,1666.67,Ath,7800,Région wallonne,3.7926793502157,50.639504499385,"50.639504499385, 3.7926793502157"
 Appartement,2,1,103,220000,2135.92,Tournai,7500,Région wallonne,3.3878259,50.60566,"50.60566, 3.3878259"
 Appartement,3,1,100,220000,2200.0,Anvers,2000,Région flamande,4.3997081,51.2211097,"51.2211097, 4.3997081"
 Appartement,2,1,115,220000,1913.04,Liège,4020,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Appartement,2,1,115,220000,1913.04,Liège,4000,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Appartement,2,2,130,220000,1692.31,Molenbeek-Saint-Jean,1080,Région de Bruxelles-Capitale,4.3227779,50.8543551,"50.8543551, 4.3227779"
 Maison,2,1,200,220000,1100.0,Bois-De-Lessines,7866,Région wallonne,3.8856306,50.6953023,"50.6953023, 3.8856306"
 Appartement,2,1,85,220000,2588.24,Horrues,7060,Région wallonne,4.0413076,50.6093445,"50.6093445, 4.0413076"
 Appartement,3,1,115,220000,1913.04,Molenbeek-Saint-Jean,1080,Région de Bruxelles-Capitale,4.3227779,50.8543551,"50.8543551, 4.3227779"
 Maison,3,1,163,220000,1349.69,Montignies-Sur-Roc,7387,Région wallonne,3.7333223,50.3680079,"50.3680079, 3.7333223"
 Appartement,2,2,84,220000,2619.05,Tinlot,4557,Région wallonne,5.3786954,50.4777419,"50.4777419, 5.3786954"
 Appartement,1,1,45,220000,4888.89,Middelkerke,8430,Région flamande,2.8063401225473,51.18331695,"51.18331695, 2.8063401225473"
 Maison Trois Façades,2,1,235,220000,936.17,Walcourt,5650,Région wallonne,4.4347509,50.2532022,"50.2532022, 4.4347509"
 Maison,4,2,161,220000,1366.46,Ougrée,4102,Région wallonne,5.5389943,50.5992632,"50.5992632, 5.5389943"
 Appartement,2,1,92,220000,2391.3,Grand-Bigard,1702,Région flamande,4.2635668372339,50.8714357,"50.8714357, 4.2635668372339"
 Appartement,2,1,65,220000,3384.62,Blanckenberghe,8370,Région flamande,3.1297578035057,51.31651475,"51.31651475, 3.1297578035057"
 Appartement,2,1,65,220000,3384.62,Blanckenberghe,8370,Région flamande,3.1404868099971,51.2996935,"51.2996935, 3.1404868099971"
 Maison,2,1,118,220000,1864.41,Grâce-Hollogne,4460,Région wallonne,5.503152,50.644955,"50.644955, 5.503152"
 Maison,2,1,135,220000,1629.63,Tamines,5060,Région wallonne,4.607595,50.4340969,"50.4340969, 4.607595"
 Maison,4,2,160,220000,1375.0,Wandre,4020,Région wallonne,5.6596627,50.670247,"50.670247, 5.6596627"
 Maison,3,1,117,220000,1880.34,Saint-Nicolas,4420,Région wallonne,5.539419,50.6305341,"50.6305341, 5.539419"
 Appartement,1,1,65,220000,3384.62,Uccle,1180,Région de Bruxelles-Capitale,4.3372348,50.8018201,"50.8018201, 4.3372348"
 Maison,3,1,220,220000,1000.0,Béclers,7904,Région wallonne,3.575887,50.582865,"50.582865, 3.575887"
 Maison,3,1,220,220000,1000.0,Béclers,7904,Région wallonne,3.6493593,50.572688,"50.572688, 3.6493593"
 Maison,3,1,220,220000,1000.0,Béclers,7904,Région wallonne,3.6038961,50.566635,"50.566635, 3.6038961"
 Appartement,2,1,80,220000,2750.0,Koekelberg,1081,Région de Bruxelles-Capitale,4.3257084,50.8622633,"50.8622633, 4.3257084"
 Immeuble à appartements,2,2,115,220000,1913.04,Gembloux,5030,Région wallonne,4.6986933030313,50.5621964,"50.5621964, 4.6986933030313"
 Appartement,3,1,105,220000,2095.24,Tubize,1480,Région wallonne,4.204696,50.69302,"50.69302, 4.204696"
 Appartement,1,1,80,220000,2750.0,Woluwe-Saint-Pierre,1150,Région de Bruxelles-Capitale,4.4432967,50.8292429,"50.8292429, 4.4432967"
 Maison,2,1,140,220000,1571.43,Harelbeke,8530,Région flamande,3.3425511,50.8293249,"50.8293249, 3.3425511"
 Maison,4,2,168,220000,1309.52,Roulers,8800,Région flamande,3.14416,50.9687312,"50.9687312, 3.14416"
 Maison,4,2,168,220000,1309.52,Roulers,8800,Région flamande,3.1223026883986,50.91511475,"50.91511475, 3.1223026883986"
 Maison,4,2,168,220000,1309.52,Roulers,8800,Région flamande,3.1627760972777,50.9042588,"50.9042588, 3.1627760972777"
 Maison,4,2,168,220000,1309.52,Roulers,8800,Région flamande,3.124765,50.9444948,"50.9444948, 3.124765"
 Maison,3,1,125,220000,1760.0,Gand,9000,Région flamande,3.7141549000597,51.0397129,"51.0397129, 3.7141549000597"
 Maison,6,1,185,220000,1189.19,Seraing,4100,Région wallonne,5.5083375,50.5966392,"50.5966392, 5.5083375"
 Appartement,2,1,53,220000,4150.94,Coxyde,8670,Région flamande,2.6353426015022,51.1091101,"51.1091101, 2.6353426015022"
 Appartement,2,1,53,220000,4150.94,Coxyde,8670,Région flamande,2.7012679966518,51.12531835,"51.12531835, 2.7012679966518"
 Appartement,2,1,53,220000,4150.94,Coxyde,8670,Région flamande,2.7073119164927,51.09779175,"51.09779175, 2.7073119164927"
 Bungalow,4,1,150,220000,1466.67,Flémalle,4400,Région wallonne,5.4580872,50.6022808,"50.6022808, 5.4580872"
 Appartement,1,1,42,220000,5238.1,Middelkerke,8430,Région flamande,2.8063401225473,51.18331695,"51.18331695, 2.8063401225473"
 Appartement,2,1,88,220000,2500.0,Gand,9000,Région flamande,3.7141549000597,51.0397129,"51.0397129, 3.7141549000597"
 Appartement,1,1,55,220000,4000.0,Uccle,1180,Région de Bruxelles-Capitale,4.3372348,50.8018201,"50.8018201, 4.3372348"
 Maison,3,1,123,220000,1788.62,Wihéries,7370,Région wallonne,3.7521224,50.3852902,"50.3852902, 3.7521224"
 Appartement,2,1,66,220000,3333.33,Jette,1090,Région de Bruxelles-Capitale,4.3260903,50.8777634,"50.8777634, 4.3260903"
 Appartement,2,1,95,220000,2315.79,Schaerbeek,1030,Région de Bruxelles-Capitale,4.3737121,50.8676041,"50.8676041, 4.3737121"
 Appartement,1,1,70,220000,3142.86,Schaerbeek,1030,Région de Bruxelles-Capitale,4.3737121,50.8676041,"50.8676041, 4.3737121"
 Maison,2,1,129,220000,1705.43,Silly,7830,Région wallonne,3.9243973,50.6489028,"50.6489028, 3.9243973"
 Maison,6,1,190,220000,1157.89,La Panne,8660,Région flamande,2.5896028375712,51.06926315,"51.06926315, 2.5896028375712"
 Maison,6,1,190,220000,1157.89,La Panne,8660,Région flamande,2.5806696887141,51.09437775,"51.09437775, 2.5806696887141"
 Appartement,3,1,150,220000,1466.67,Couillet,6010,Région wallonne,4.468631,50.391219,"50.391219, 4.468631"
 Maison Trois Façades,5,1,220,220000,1000.0,Ath,7800,Région wallonne,3.7926793502157,50.639504499385,"50.639504499385, 3.7926793502157"
 Maison,5,1,195,220000,1128.21,Lanaye,4600,Région wallonne,5.6944381,50.7806558,"50.7806558, 5.6944381"
 Duplex,3,1,120,220000,1833.33,Molenbeek-Saint-Jean,1080,Région de Bruxelles-Capitale,4.3227779,50.8543551,"50.8543551, 4.3227779"
 Maison,3,1,100,220000,2200.0,Cheratte,4602,Région wallonne,5.670164,50.682809,"50.682809, 5.670164"
 Maison Trois Façades,2,1,130,220000,1692.31,Assenede,9960,Région flamande,3.7568076657628,51.23004155,"51.23004155, 3.7568076657628"
 Appartement,1,1,57,220000,3859.65,Middelkerke,8430,Région flamande,2.8063401225473,51.18331695,"51.18331695, 2.8063401225473"
 Appartement,3,1,86,220000,2558.14,Middelkerke,8430,Région flamande,2.8063401225473,51.18331695,"51.18331695, 2.8063401225473"
 Maison,4,1,143,220000,1538.46,Oupeye,4680,Région wallonne,5.6450671,50.7091889,"50.7091889, 5.6450671"
 Maison,3,1,135,220000,1629.63,Couillet,6010,Région wallonne,4.468631,50.391219,"50.391219, 4.468631"
 Appartement,1,1,52,220000,4230.77,Coxyde,8670,Région flamande,2.6353426015022,51.1091101,"51.1091101, 2.6353426015022"
 Appartement,1,1,52,220000,4230.77,Coxyde,8670,Région flamande,2.7012679966518,51.12531835,"51.12531835, 2.7012679966518"
 Appartement,1,1,52,220000,4230.77,Coxyde,8670,Région flamande,2.7073119164927,51.09779175,"51.09779175, 2.7073119164927"
 Appartement,1,1,78,220000,2820.51,Saint-Gilles,1060,Région de Bruxelles-Capitale,4.345668,50.8267409,"50.8267409, 4.345668"
 Appartement,2,1,70,220000,3142.86,Evere,1140,Région de Bruxelles-Capitale,4.4021602,50.8704524,"50.8704524, 4.4021602"
 Appartement,2,1,105,220000,2095.24,Charleroi,6000,Région wallonne,4.4491649999234,50.41571025,"50.41571025, 4.4491649999234"
 Appartement,2,1,55,220000,4000.0,Middelkerke,8430,Région flamande,2.8063401225473,51.18331695,"51.18331695, 2.8063401225473"
 Maison Trois Façades,3,1,86,220000,2558.14,Grammont,9500,Région flamande,3.8392513,50.7654043,"50.7654043, 3.8392513"
 Maison Trois Façades,3,1,86,220000,2558.14,Grammont,9500,Région flamande,3.897035,50.8218582,"50.8218582, 3.897035"
 Maison Trois Façades,3,1,86,220000,2558.14,Grammont,9500,Région flamande,3.923884698906,50.7386591,"50.7386591, 3.923884698906"
 Maison Trois Façades,3,1,86,220000,2558.14,Grammont,9500,Région flamande,3.879789,50.7689045,"50.7689045, 3.879789"
 Maison Trois Façades,3,1,86,220000,2558.14,Grammont,9500,Région flamande,3.8718226231289,50.78113635,"50.78113635, 3.8718226231289"
 Maison Trois Façades,3,1,86,220000,2558.14,Grammont,9500,Région flamande,3.8625157,50.7622936,"50.7622936, 3.8625157"
 Maison Trois Façades,3,1,86,220000,2558.14,Grammont,9500,Région flamande,3.9446436,51.1742698,"51.1742698, 3.9446436"
 Maison Trois Façades,3,1,86,220000,2558.14,Grammont,9500,Région flamande,3.9040294677949,50.77876845,"50.77876845, 3.9040294677949"
 Maison Trois Façades,3,1,86,220000,2558.14,Grammont,9500,Région flamande,3.8252714980661,50.76432255,"50.76432255, 3.8252714980661"
 Maison Trois Façades,4,1,150,220000,1466.67,Lodelinsart,6042,Région wallonne,4.4489421,50.431853,"50.431853, 4.4489421"
 Appartement,2,1,76,220000,2894.74,Wéris,6940,Région wallonne,5.5307553,50.3266395,"50.3266395, 5.5307553"
 Appartement,3,1,125,220000,1760.0,Mons,7000,Région wallonne,3.951958,50.4549568,"50.4549568, 3.951958"
 Appartement,2,1,85,220000,2588.24,Forest,7910,Région wallonne,3.5373149,50.6736151,"50.6736151, 3.5373149"
 Appartement,2,1,85,220000,2588.24,Forest,1190,Région de Bruxelles-Capitale,4.3177512,50.8091426,"50.8091426, 4.3177512"
 Appartement,2,1,79,220418,2790.1,Wielsbeke,8710,Région flamande,3.3604037488967,50.91140755,"50.91140755, 3.3604037488967"
 Appartement,1,1,67,220500,3291.04,Waregem,8790,Région flamande,3.4257380400092,50.87620025,"50.87620025, 3.4257380400092"
 Appartement,2,1,85,221000,2600.0,Mons,7000,Région wallonne,3.951958,50.4549568,"50.4549568, 3.951958"
 Maison,3,1,142,221500,1559.86,Vyle-Et-Tharoul,4570,Région wallonne,5.2683004,50.4462845,"50.4462845, 5.2683004"
 Appartement,3,1,105,222500,2119.05,Tubize,1480,Région wallonne,4.204696,50.69302,"50.69302, 4.204696"
 Appartement,3,1,250,222500,890.0,Oostkamp,8020,Région flamande,3.2497137262681,51.1511469,"51.1511469, 3.2497137262681"
 Appartement,2,1,77,223000,2896.1,Furnes,8630,Région flamande,2.6570581890086,51.01364415,"51.01364415, 2.6570581890086"
 Appartement,2,1,77,223000,2896.1,Furnes,8630,Région flamande,2.7399983485035,51.08832895,"51.08832895, 2.7399983485035"
 Appartement,2,1,77,223000,2896.1,Furnes,8630,Région flamande,2.5953950379549,51.03587905,"51.03587905, 2.5953950379549"
 Appartement,2,1,77,223000,2896.1,Furnes,8630,Région flamande,2.6550439487441,51.03030765,"51.03030765, 2.6550439487441"
 Appartement,2,1,77,223000,2896.1,Furnes,8630,Région flamande,2.7515311775286,51.05092295,"51.05092295, 2.7515311775286"
 Appartement,2,1,77,223000,2896.1,Furnes,8630,Région flamande,2.7457710712354,51.0631103,"51.0631103, 2.7457710712354"
 Appartement,2,1,77,223000,2896.1,Furnes,8630,Région flamande,2.6434487702288,51.0444613,"51.0444613, 2.6434487702288"
 Appartement,2,1,77,223000,2896.1,Furnes,8630,Région flamande,2.604305716244,51.0069146,"51.0069146, 2.604305716244"
 Appartement,2,1,77,223000,2896.1,Furnes,8630,Région flamande,2.6895389537109,51.0527661,"51.0527661, 2.6895389537109"
 Appartement,2,1,77,223000,2896.1,Furnes,8630,Région flamande,2.6548858237238,51.071043,"51.071043, 2.6548858237238"
 Appartement,2,1,77,223000,2896.1,Furnes,8630,Région flamande,2.7298247748665,51.0495264,"51.0495264, 2.7298247748665"
 Appartement,2,1,85,223000,2623.53,Mons,7000,Région wallonne,3.951958,50.4549568,"50.4549568, 3.951958"
 Appartement,2,1,86,223000,2593.02,Mons,7000,Région wallonne,3.951958,50.4549568,"50.4549568, 3.951958"
 Appartement,2,1,66,223300,3383.33,Ostende,8400,Région flamande,2.9203275,51.2303177,"51.2303177, 2.9203275"
 Appartement,2,1,66,223300,3383.33,Ostende,8400,Région flamande,2.9668008654261,51.20484775,"51.20484775, 2.9668008654261"
 Appartement,2,1,66,223300,3383.33,Ostende,8400,Région flamande,2.9200835535007,51.20214645,"51.20214645, 2.9200835535007"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.5030479,50.8064756,"50.8064756, 5.5030479"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.4421316,50.747053,"50.747053, 5.4421316"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.4206775,50.8027416,"50.8027416, 5.4206775"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.1521172,51.1695659,"51.1695659, 5.1521172"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.409701,50.7719092,"50.7719092, 5.409701"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.4843527,50.7450193,"50.7450193, 5.4843527"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.4449386,50.8121319,"50.8121319, 5.4449386"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.4301056,50.8067083,"50.8067083, 5.4301056"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.4648131,50.7810151,"50.7810151, 5.4648131"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.495696,50.7520293,"50.7520293, 5.495696"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,4.4125708732431,50.8919661,"50.8919661, 4.4125708732431"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.4696959,50.7993981,"50.7993981, 5.4696959"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.4417282,50.7678379,"50.7678379, 5.4417282"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.4147831,50.7399124,"50.7399124, 5.4147831"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.5223906,50.7689604,"50.7689604, 5.5223906"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.5102044,50.7630913,"50.7630913, 5.5102044"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.4198462,50.7873928,"50.7873928, 5.4198462"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,5.4616724,50.8065023,"50.8065023, 5.4616724"
 Appartement,2,1,86,224000,2604.65,Tongres,3700,Région flamande,2.7568247,51.133268,"51.133268, 2.7568247"
 Maison,2,1,115,224000,1947.83,Soumagne,4630,Région wallonne,5.739941,50.6147718,"50.6147718, 5.739941"
 Maison,4,1,159,224000,1408.81,Middelkerke,8430,Région flamande,2.8063401225473,51.18331695,"51.18331695, 2.8063401225473"
 Maison,5,1,292,224000,767.12,Dison,4820,Région wallonne,5.854735,50.611374,"50.611374, 5.854735"
 Villa,4,1,235,224000,953.19,Waimes,4950,Région wallonne,6.1117543,50.4149134,"50.4149134, 6.1117543"
 Appartement,2,1,89,224000,2516.85,Liège,4020,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Appartement,2,1,89,224000,2516.85,Liège,4000,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Appartement,2,1,62,224000,3612.9,Wenduine,8420,Région flamande,3.0927740709639,51.3019771,"51.3019771, 3.0927740709639"
 Appartement,2,1,81,224866,2776.12,Wielsbeke,8710,Région flamande,3.3604037488967,50.91140755,"50.91140755, 3.3604037488967"
 Duplex,3,1,105,224900,2141.9,Deurne,3290,Région flamande,5.0964572,51.0392379,"51.0392379, 5.0964572"
 Duplex,3,1,105,224900,2141.9,Deurne,2100,Région flamande,4.4695254092764,51.2115284,"51.2115284, 4.4695254092764"
 Duplex,2,1,85,224900,2645.88,Wilrijk,2610,Région flamande,4.3876309610455,51.1638451,"51.1638451, 4.3876309610455"
 Maison,3,1,284,224900,791.9,Merbes-Le-Château,6567,Région wallonne,4.1644816,50.3234035,"50.3234035, 4.1644816"
 Appartement,2,1,125,225000,1800.0,Tournai,7500,Région wallonne,3.3878259,50.60566,"50.60566, 3.3878259"
 Appartement,2,1,99,225000,2272.73,Fléron,4620,Région wallonne,5.6832219,50.6168354,"50.6168354, 5.6832219"
 Appartement,1,1,55,225000,4090.91,Gand,9000,Région flamande,3.7141549000597,51.0397129,"51.0397129, 3.7141549000597"
 Maison,2,1,90,225000,2500.0,Anderlecht,1070,Région de Bruxelles-Capitale,4.3123401,50.8381411,"50.8381411, 4.3123401"
 Appartement,2,1,76,225000,2960.53,Ostende,8400,Région flamande,2.9203275,51.2303177,"51.2303177, 2.9203275"
